tweet,offensive
صلاه الجنازه القادمه انت بسم اله علي اله يحفظني بحفظه اله يطول بعمري ويعطيني الصحه والعافيه ويسعدني في الدنيا والاخره يالي ماتعرف تكلم يا صاحب الهشتاق  وجه يشتاط غضبا ,0
مستخدم تلزيق ي رما  وجه غير راضي  قبضه موجهه للامام 🏻هخرج م الاء حبيبتي  وجه بدموع الفرح  وجه مبتسم بنظارة شمسيه  قلب اسود ,1
RT مستخدم سلسلة خيبة KFC مستمرة  وجه بدموع الفرح  وجه يشتاط غضبا ,1
القنصليه الكويتيه في دبي ابهام متجه لاسفل 🏻,0
مادري ليش احس اليوم جمعه اوفر خذيت وضع المعطله  وجه نعس  سكين المطبخ ,0
مستخدم جب بس زق كلب  وجه مشمئز  قلب مجروح  قلب احمر ️ قلب مجروح ويهع كريه,1
بايع الكليجاوش فيهم الشباب انقهرو ومستشرفين على البنات خلاص صورن وحقن عنده ماهن متربيات نسيتو بنت ترامب والهنديه مصخرتو رجال السعوديه الاشراف الاصبع الوسطي 🏼وبعدين ذا بايع الكليجا يجن وجه ضاحك  وجه مرهق  قلب ️مشاله,1
مستخدم ياكثرك بعد  وجه مشمئز ,0
مش مكن لاني اجازه  وجه بدموع الفرح  قبضه موجهه للامام 🏻,0
مستخدم بالعافيه  وجه بقناع طبي ماكل بحري,0
مستخدم كريه متناقضه  وجه بقناع طبي ,1
مستخدم هذي لحين عايشه وعلى حالها  وجه بقناع طبي ,0
مستخدم الظلامية سمعوني أحلى صياح  عضلات  قبضه موجهه للامام ,0
لمره الثانبه احمل نفس الفيلم قبل م يتم العمليه يقول فشل وجه يشتاط غضبا ,0
تقل ادبه هنا وتخرفن وتقول كلمات حقت بنات شوارع ثم بكرى تستشرف على الرجل السعودي وتقول غض البصر ياخروف الخ تربيه ابهام متجه لاسفل  بايع الكليجا,1
RT مستخدم هو الى جاب دول يعمل بيهم ايه وجه مفكر  يكمل عليهم ويجب شبشب صندل نسائي  معيش فلوس  وجه الضفدع  خلاص صبح بيهم على مسر مسدس  وجه بدموع الفرح ,0
ياليل ابو لمبة وقاحه بعض البنات تخليك تكرهين انك من نفس جنسهم انتن عار علينا يامعشر النساء نعنبوا ابليسك شفت حلو تصيرين مخفه اثقلي واعقلي العقل زينة الرجال ابتلش بعمره من تلزقهم وماينلام  وجه بقناع طبي  بايع الكليجا,1
مستخدم حطيلي انا  وجه غير راضي  وجه بدموع الفرح  قبضه موجهه للامام 🏻,0
RT مستخدم سخافة كيف يفتحونه لاجانب قبل سكان الامارات منو بيحضر الحفلة يعني  وجه بابتسامه خفيفه  هم اولى عنا  وجه مكبوت ينفث البخار من انفه ,1
RT مستخدم ما تسمحلأي حدا يقلك يا حيوان أنت مش حيوان أنت إنسان بتقلد أحيانا ألحيوان  ارنب   سلحفاه   كلب البودل   قط   حمل ,1
مستخدم نعم كلام مئه بالمئه صحيح حركه اليد لقول حسنا لان البعض عنده مشكلة في فهم من هم الذين يحبون الكويت بالحقيقه ومن هم كالافعى تختبئ تحت الشعارات لتلدغك لقتلك المهم سلملي على كرامة وطن واكادمية التغير وجه مخرج لسانه  وجه يغمز مخرجا لسانه اما الملكة والحوثي ومن يدعمه فعيالنا وعيال الخليج المخلصين بيدوسون على راسك انت معاهم وجه غاضب  وجه يشتاط غضبا  وجه غاضب ,1
مشكلتنا الرجال إذا شفنا أو قرأنا تغريده من البنات فيها شيء من الحب والغرام لصقناها فينا وكانها تعنينا حنا ماهو داري انه شاكوش مصدي لو تشوفه ام ربحان شردن  قرد بحركه اليد لقول لا اتكلم  قرد بحركه اليد لقول لا اسمع  وهي ماهي داريه عنك الا اذلف انت والبرستيج حقك  شخص يجري أعتذر عن الشفافية الزايد لكن هذا حنا,1
مستخدم كل فتاه مغرمه بنفسها  وجه مرتاح  وش خصك انت  وجه يغمز مخرجا لسانه  قبضه موجهه للامام 🏻,0
مستخدم في اذنج قبضه موجهه للامام ,0
مستخدم اه شتبين من شوي حلوين هص باله  وجه مكبوت ينفث البخار من انفه ,0
مستخدم تعرفين انتي  وجه يشتاط غضبا ,0
عبروا عن اشتياقكم وحبكم  قلب بنفسجي  مظله مع قطرات المطر ️ وجه وحيد القرن  العاب ناريه ,0
RT مستخدم الا النمران يالخرفان اسكت انت وياه فشلتونا  وجه مبتسم باستهزاء  قبضه موجهه للامام ,1
بايع الكليجاكثر شي مسعدني في الموضوع العيال الزعلانين  وجه قطه بدموع الفرح  هذا حالكم يوم تنهبلون على أشكال رؤى الصبان كأن الجمال ماعرف السعوديات الحين الي خاقات على بياع الكليجه مطلعين شكلكم  كومة من البراز كأنه شي غريب انهم شافوا سعودي حلو هاه كيف شعوركم ياعيال كيف الاهانه تستاهلون  وجه متلذذ  وجه مبتسم بعيون قلب ,1
بايع الكليجا اله يحفظه ويخليه لاهله جد عيب ولو مزيون اقعد اصور رجال وانهبل عليه قدام العالم ياخزياه بس قبضه موجهه للامام 🏻 قلب بسهم مالومه مطنقر وجه بدموع الفرح  قلب مجروح ,0
انا شفت ناس مريضه حيل بس مثل الي يغلط عليك ويزعل بنفس الوقت ماشفت  كومة من البراز ,1
مستخدم عندما تحرك المصريون اخيرا كان سير عملياتهم سيئا و تحركوا امام مقاومة عراقية شبة معدومة بطء شديد و قد علق الجنرال CalvenWaler مسؤول مسرح العمليات بالقول ان ما واجهته القوات المصرية تستطيع فاتاتان استخدم لفظا اكثر سوقية مريضتان التعامل معه  وجه يشتاط غضبا ,1
مستخدم زوران  وجه بقناع طبي الي مصخرنا وسيد الانديه المتذيله علينا زوران الي انقذه ايالا ب نقطه زوران الي سب مشاكل واتهم حسين علشان ابن جلدته راح حسين ومازال التمصخر من الانديه الهابطه مستمر بسب غباء زوران الي سيدها علينا كارينو حماسي جالد الصغار والكبار والا الظاهر عجبتكم مصخرة الانديه,1
مستخدم بأرسم غيرها  قرد بحركه اليد لقول لا اسمع  ,0
ابله سعديه اله يسامحك كرهت الرياضيات بسبك وفصلت بسبك  وجه مكبوت ينفث البخار من انفه  افضح معنفك,1
مستخدم طبيعي إلا إذا كنتي سب فشيلته  وجه يشتاط غضبا  يقتل القتيل ويمشي نظام يغبن,1
بائع الكليجا الهاشتاق كله ريحة منقبات محونات  ابهام متجه لاسفل 🏽 مو شايفات خير تفو عليك يام شلحة,1
خلاص اله يزعجكم خلاص  وجه بقناع طبي  بايع الكليجا,1
RT مستخدم ومن درامات البنات ام جلحات الوراء  وجه مبتسم متعرق  فتاه  نعم ي استاذ وجه الضفدع  يد تلوح  رجل  معانا ولا نايمة  وجه غير راضي  علامه تقاطع  فتاه  لا معاكم  وجه مبتسم باستهزاء  يد مرفوعه  رجل  طيب اذكري لي وا…,0
صلاه الجنازه القادمه انت ايوه تو هادم لذات دنيوي مار علي وجه مرتبك يعني ما ادري هالعينات وش يبون دعاوي تحسب كره  وجه يشتاط غضبا خلاص كلها استهلكناها,1
مستخدم بردتي قلبي شوي  قلب ️ سكين المطبخ ,0
بايع الكليجا لا كذا اوفر يابنات وين السحى واله يالكلام الي ينكتب في الهاشتاق انه يستحي الرجال يكتبه حسافت التعليم فيها وحسافت تعب امها وبوها في تربيتها ابهام متجه لاسفل 🏻,1
واله اصعب ما علينا في هالدنيا ان نتكلم في اعراض خلق اله  وجه غير راضي  ابهام متجه لاسفل  انا عن نفسي وجه مشع بعيون مبتسمه  ظهر يد تشير الى اليسار حتى لقحاب مستعد اشك في قحوبيتهم واطلعهم شرفاء بس عشان ما استاثم وجه بدموع الفرح  يد منفرجه الاصابع ,1
فعلا و الة  كومة من البراز ,0
بايع الكليجا ياخي الي رافعه الجوال في وجه ومصورته وشايفه انه شايفها ماستحيت ماحسيتيها ثقيلة على نفسك  ابهام متجه لاسفل 🏻 وبصراحه هو المفروض بعد ماشاف صوره انتشرت ماعاد يجي عالجنادرية يحط أحط مكانه أسلم له,0
